Word,Starting Letter,WordLength,Scrabble Value,Max Possible Bouns
ANNUNCIATIVE, A,12,17,59
ANNUNCIATOR, A,11,13,45
ANNUNCIATORY, A,12,17,59
ANOBIIDAE, A,9,12,42
ANOCARPOUS, A,10,14,48
ANODENDRON, A,10,12,40
ANODIC, A,6,9,24
ANODICALLY, A,10,16,56
ANODONTA, A,8,9,31
ANODONTIA, A,9,10,34
ANODYNE, A,7,11,34
ANODYNIA, A,8,12,44
ANODYNIC, A,8,14,50
ANODYNOUS, A,9,13,47
ANOEGENETIC, A,11,14,48
ANOESTROUS, A,10,10,32
ANOESTRUM, A,9,11,39
ANOESTRUS, A,9,9,29
ANOETIC, A,7,9,27
ANOGENIC, A,8,11,39
ANOGENITAL, A,10,11,37
ANOINTER, A,8,8,26
ANOINTMENT, A,10,12,42
ANOLYMPIAD, A,10,18,62
ANOLYTE, A,7,10,32
ANOMALA, A,7,9,27
ANOMALIFLOROUS, A,14,19,65
ANOMALIPED, A,10,15,51
ANOMALIST, A,9,11,39
ANOMALISTIC, A,11,15,51
ANOMALISTICAL, A,13,17,57
ANOMALOFLOROUS, A,14,19,65
ANOMALOGONATAE, A,14,17,57
ANOMALON, A,8,10,36
ANOMALOSCOPE, A,12,18,60
ANOMALOTROPHY, A,13,23,77
ANOMALOUS, A,9,11,39
ANOMALOUSLY, A,11,16,56
ANOMALOUSNESS, A,13,15,51
ANOMALURE, A,9,11,39
ANOMALURIDAE, A,12,15,51
ANOMALURUS, A,10,12,42
ANOMALY, A,7,12,36
ANOMATHECA, A,10,17,59
ANOMIA, A,6,8,22
ANOMIACEA, A,9,13,45
ANOMIIDAE, A,9,12,42
ANOMITE, A,7,9,27
ANOMOCARPOUS, A,12,18,60
ANOMODONT, A,9,12,42
ANOMODONTIA, A,11,14,48
ANOMOEAN, A,8,10,36
ANOMOPHYLLOUS, A,13,23,77
ANOMPHALOUS, A,11,18,62
ANOMURA, A,7,9,27
ANOMURAL, A,8,10,36
ANOMURAN, A,8,10,36
ANOMUROUS, A,9,11,39
ANOMY, A,5,10,20
ANONANG, A,7,8,22
ANONCILLO, A,9,11,39
ANONYCHIA, A,9,17,59
ANONYM, A,6,11,30
ANONYMA, A,7,12,36
ANONYMOUS, A,9,14,50
ANONYMOUSNESS, A,13,18,62
ANONYMUNCULE, A,12,19,65
ANOOPSIA, A,8,10,36
ANOPERINEAL, A,11,13,45
ANOPHELE, A,8,13,47
ANOPHELES, A,9,14,50
ANOPHELINAE, A,11,16,56
ANOPHELINE, A,10,15,53
ANOPHORIA, A,9,14,50
ANOPHYTE, A,8,16,56
ANOPIA, A,6,8,22
ANOPLA, A,6,8,22
ANOPLANTHUS, A,11,16,56
ANOPLOTHERE, A,11,16,56
ANOPLOTHERIOID, A,14,20,68
ANOPLOTHERIUM, A,13,20,68
ANOPLOTHEROID, A,13,19,65
ANOPLURA, A,8,10,36
ANOPLURIFORM, A,12,19,65
ANOPSIA, A,7,9,27
ANOPUBIC, A,8,14,48
ANORCHIA, A,8,13,47
ANORCHISM, A,9,16,56
ANORCHOUS, A,9,14,50
ANORCHUS, A,8,13,47
ANORECTAL, A,9,11,39
ANORECTOUS, A,10,12,42
ANORGANA, A,8,9,31
ANORGANIC, A,9,12,42
ANORGANISM, A,10,13,45
ANORGANOLOGY, A,12,17,59
ANORMAL, A,7,9,27
ANORMALITY, A,10,15,53
ANOROGENIC, A,10,13,45
ANORTH, A,6,9,26
ANORTHIC, A,8,13,47
ANORTHITE, A,9,12,44
ANORTHITIC, A,10,15,53
ANORTHITITE, A,11,14,50
ANORTHOCLASE, A,12,17,59
ANORTHOPIA, A,10,15,53
ANORTHOSCOPE, A,12,19,65
ANORTHOSE, A,9,12,44
ANORTHOSITE, A,11,14,50
ANOSCOPE, A,8,12,42
ANOSCOPY, A,8,15,53
ANOSMATIC, A,9,13,45
ANOSMIA, A,7,9,27
ANOSMIC, A,7,11,31
ANOSPHRASIA, A,11,16,56
ANOSPHRESIA, A,11,16,56
ANOSPINAL, A,9,11,39
ANOSTOSIS, A,9,9,29
ANOSTRACA, A,9,11,39
ANOTERITE, A,9,9,29
ANOTHER, A,7,10,32
ANOTROPIA, A,9,11,39
ANOVESICAL, A,10,15,53
ANSARIAN, A,8,8,26
ANSATION, A,8,8,26
ANSELM, A,6,8,22
ANSELMIAN, A,9,11,39
ANSERATED, A,9,10,34
ANSERIFORMES, A,12,17,59
ANSERINAE, A,9,9,29
ANSERINE, A,8,8,26
ANSEROUS, A,8,8,26
ANSPESSADE, A,10,13,45
ANSULATE, A,8,8,26
ANSWER, A,6,9,26
ANSWERABILITY, A,13,21,71
ANSWERABLE, A,10,15,53
ANSWERABLENESS, A,14,19,65
ANSWERABLY, A,10,18,62
ANSWERER, A,8,11,41
ANSWERINGLY, A,11,18,62
ANSWERLESS, A,10,13,47
ANSWERLESSLY, A,12,18,62
ANTACID, A,7,10,29
ANTACRID, A,8,11,39
ANTADIFORM, A,10,16,56
ANTAGONISM, A,10,13,45
ANTAGONIST, A,10,11,37
ANTAGONISTIC, A,12,15,51
ANTAGONISTICAL, A,14,17,57
ANTAGONY, A,8,12,44
ANTAIMERINA, A,11,13,45
ANTAIVA, A,7,10,32
ANTALGESIC, A,10,13,45
ANTALGOL, A,8,9,31
ANTAMBULACRAL, A,13,19,63
ANTANACLASIS, A,12,14,48
ANTANANDRO, A,10,11,37
ANTANEMIC, A,9,13,45
ANTAPHRODISIAC, A,14,22,74
ANTAPHRODITIC, A,13,21,71
ANTAPOCHA, A,9,16,56
ANTAPODOSIS, A,11,14,48
ANTAPOLOGY, A,10,16,56
ANTARCHISM, A,10,17,59
ANTARCHIST, A,10,15,53
ANTARCHY, A,8,16,56
ANTARCTALIA, A,11,13,45
ANTARCTALIAN, A,12,14,48
ANTARCTOGAEA, A,12,15,51
ANTARCTOGAEAN, A,13,16,54
ANTARTHRITIC, A,12,17,59
ANTASTHENIC, A,11,16,56
ANTASTHMATIC, A,12,19,65
ANTATROPHIC, A,11,18,62
ANTDOM, A,6,9,24
ANTEACT, A,7,9,27
ANTEAMBULATE, A,12,16,54
ANTEAMBULATION, A,14,18,60
ANTEATER, A,8,8,26
ANTEBAPTISMAL, A,13,19,63
ANTEBATH, A,8,13,47
ANTEBRACHIAL, A,12,19,65
ANTEBRACHIUM, A,12,21,71
ANTEBRIDAL, A,10,13,45
ANTECABINET, A,11,15,51
ANTECARDIUM, A,11,16,54
ANTECAVERN, A,10,15,53
ANTECEDANEOUS, A,13,16,54
ANTECEDE, A,8,11,39
ANTECEDENT, A,10,13,45
ANTECEDENTAL, A,12,15,51
ANTECEDENTLY, A,12,18,62
ANTECESSOR, A,10,12,42
ANTECHAMBER, A,11,20,68
ANTECHAPEL, A,10,17,59
ANTECHINOMYS, A,12,22,74
ANTECHOIR, A,9,14,50
ANTECLOSET, A,10,12,42
ANTECORNU, A,9,11,39
ANTECOURT, A,9,11,39
ANTECUBITAL, A,11,15,51
ANTECURVATURE, A,13,18,62
ANTEDATE, A,8,9,31
ANTEDAWN, A,8,12,44
ANTEDILUVIAL, A,12,16,56
ANTEDILUVIALLY, A,14,21,71
ANTEDILUVIAN, A,12,16,56
ANTEDON, A,7,8,22
ANTEDONIN, A,9,10,34
ANTEDORSAL, A,10,11,37
ANTEFEBRILE, A,11,16,56
ANTEFLECTED, A,11,17,59
ANTEFURCA, A,9,14,50
ANTEFURCAL, A,10,15,53
ANTEFUTURE, A,10,13,47
ANTEGARDEN, A,10,12,40
ANTEGRADE, A,9,11,37
ANTEHALL, A,8,11,41
ANTEHISTORIC, A,12,17,59
ANTEHUMAN, A,9,14,50
ANTEINITIAL, A,11,11,35
ANTELABIUM, A,10,14,48
ANTELEGAL, A,9,10,34
ANTELOCATION, A,12,14,48
ANTELOPE, A,8,10,36
ANTELOPIAN, A,10,12,42
ANTELUCAN, A,9,11,39
ANTELUDE, A,8,9,31
ANTELUMINARY, A,12,17,59
ANTEMARGINAL, A,12,15,51
ANTEMARITAL, A,11,13,45
ANTEMEDIAL, A,10,13,45
ANTEMERIDIAN, A,12,15,51
ANTEMETALLIC, A,12,16,54
ANTEMETIC, A,9,13,45
ANTEMILLENNIAL, A,14,16,54
ANTEMINGENT, A,11,14,48
ANTEMORTAL, A,10,12,42
ANTEMUNDANE, A,11,14,48
ANTEMURAL, A,9,11,39
ANTENARIAL, A,10,10,32
ANTENATAL, A,9,9,29
ANTENATALITIAL, A,14,14,44
ANTENATI, A,8,8,26
ANTENAVE, A,8,11,41
ANTENNAE, A,8,8,26
ANTENNAL, A,8,8,26
ANTENNARIA, A,10,10,32
ANTENNARIID, A,11,12,40
ANTENNARIIDAE, A,13,14,46
ANTENNARIUS, A,11,11,35
ANTENNARY, A,9,12,44
ANTENNATA, A,9,9,29
ANTENNATE, A,9,9,29
ANTENNIFEROUS, A,13,16,56
ANTENNIFORM, A,11,16,56
ANTENNULA, A,9,9,29
ANTENNULAR, A,10,10,32
ANTENNULARY, A,11,14,50
ANTENNULE, A,9,9,29
ANTENODAL, A,9,10,34
ANTENOON, A,8,8,26
ANTENUMBER, A,10,14,48
ANTEOCULAR, A,10,12,42
ANTEOPERCLE, A,11,15,51
ANTEOPERCULUM, A,13,19,63
ANTEORBITAL, A,11,13,45
ANTEPAGMENTA, A,12,17,57
ANTEPAGMENTS, A,12,17,57
ANTEPALATAL, A,11,13,45
ANTEPASCHAL, A,11,18,62
ANTEPAST, A,8,10,36
ANTEPECTORAL, A,12,16,54
ANTEPECTUS, A,10,14,48
ANTEPENDIUM, A,11,16,54
ANTEPENULT, A,10,12,42
ANTEPENULTIMA, A,13,17,57
ANTEPHIALTIC, A,12,19,65
ANTEPIRRHEMA, A,12,19,65
ANTEPORCH, A,9,16,56
ANTEPORTICO, A,11,15,51
ANTEPOSITION, A,12,14,48
ANTEPOSTHUMOUS, A,14,21,71
ANTEPRANDIAL, A,12,15,51
ANTEPRETERIT, A,12,14,48
ANTEPRETONIC, A,12,16,54
ANTEPROSTATE, A,12,14,48
ANTEPROSTATIC, A,13,17,57
ANTEPYRETIC, A,11,18,62
ANTERETHIC, A,10,15,53
ANTERIAD, A,8,9,31
ANTERIOR, A,8,8,26
ANTERIORITY, A,11,14,50
ANTERIORLY, A,10,13,47
ANTERIORNESS, A,12,12,38
ANTEROCLUSION, A,13,15,51
ANTERODORSAL, A,12,13,43
ANTEROFRONTAL, A,13,16,56
ANTEROGRADE, A,11,13,43
ANTEROINFERIOR, A,14,17,59
ANTEROINTERIOR, A,14,14,44
ANTEROINTERNAL, A,14,14,44
ANTEROLATERAL, A,13,13,41
ANTEROMEDIAL, A,12,15,51
ANTEROMEDIAN, A,12,15,51
ANTEROOM, A,8,10,36
ANTEROPARIETAL, A,14,16,54
ANTEROPYGAL, A,11,17,59
ANTEROSPINAL, A,12,14,48
ANTEROSUPERIOR, A,14,16,54
ANTEROVENTRAL, A,13,16,56
ANTESCRIPT, A,10,14,48
ANTESIGNANUS, A,12,13,43
ANTESPRING, A,10,13,45
ANTESTATURE, A,11,11,35
ANTESTERNAL, A,11,11,35
ANTESTERNUM, A,11,13,45
ANTESUNRISE, A,11,11,35
ANTESUPERIOR, A,12,14,48
ANTETEMPLE, A,10,14,48
ANTETYPE, A,8,13,47
ANTEVA, A,6,9,26
ANTEVENIENT, A,11,14,50
ANTEVERSION, A,11,14,50
ANTEVERT, A,8,11,41
ANTEWAR, A,7,10,32
ANTHECOLOGIST, A,13,19,65
ANTHECOLOGY, A,11,20,68
ANTHEIA, A,7,10,32
ANTHELA, A,7,10,32
ANTHELION, A,9,12,44
ANTHELMINTIC, A,12,19,65
ANTHEM, A,6,11,30
ANTHEMA, A,7,12,36
ANTHEMENE, A,9,14,50
ANTHEMIA, A,8,13,47
ANTHEMIDEAE, A,11,17,59
ANTHEMION, A,9,14,50
ANTHEMIS, A,8,13,47
ANTHEMWISE, A,10,18,62
ANTHEMY, A,7,15,42
ANTHER, A,6,9,26
ANTHERAEA, A,9,12,44
ANTHERAL, A,8,11,41
ANTHERICUM, A,10,17,59
ANTHERID, A,8,12,44
ANTHERIDIAL, A,11,15,53
ANTHERIDIUM, A,11,17,59
ANTHERIFEROUS, A,13,19,65
ANTHERIFORM, A,11,19,65
ANTHERLESS, A,10,13,47
ANTHEROGENOUS, A,13,17,59
ANTHEROID, A,9,13,47
ANTHESIS, A,8,11,41
ANTHESTERIA, A,11,14,50
ANTHESTERIAC, A,12,17,59
ANTHESTERIN, A,11,14,50
ANTHESTERION, A,12,15,53
ANTHESTEROL, A,11,14,50
ANTHICIDAE, A,10,16,56
ANTHIDIUM, A,9,15,53
ANTHILL, A,7,10,32
ANTHINAE, A,8,11,41
ANTHINE, A,7,10,32
ANTHOBIOLOGY, A,12,21,71
ANTHOCARP, A,9,16,56
ANTHOCARPOUS, A,12,19,65
ANTHOCEROS, A,10,15,53
ANTHOCEROTALES, A,14,19,65
ANTHOCEROTE, A,11,16,56
ANTHOCLINIUM, A,12,19,65
ANTHOCYAN, A,9,17,59
ANTHOCYANIDIN, A,13,22,74
ANTHOCYANIN, A,11,19,65
ANTHODIUM, A,9,15,53
ANTHOECOLOGIST, A,14,20,68
ANTHOECOLOGY, A,12,21,71
ANTHOGENESIS, A,12,16,56
ANTHOGENETIC, A,12,18,62
ANTHOGENOUS, A,11,15,53
ANTHOID, A,7,11,34
ANTHOLITE, A,9,12,44
ANTHOLOGICAL, A,12,18,62
ANTHOLOGICALLY, A,14,23,77
ANTHOLOGION, A,11,15,53
ANTHOLOGIST, A,11,15,53
ANTHOLOGY, A,9,16,56
ANTHOLYSIS, A,10,16,56
ANTHOMANIA, A,10,15,53
ANTHOMANIAC, A,11,18,62
ANTHOMEDUSAE, A,12,18,62
ANTHOMEDUSAN, A,12,18,62
ANTHOMYIA, A,9,17,59
ANTHOMYIID, A,10,19,65
ANTHOMYIIDAE, A,12,21,71
ANTHONIN, A,8,11,41
ANTHONOMUS, A,10,15,53
ANTHONY, A,7,13,38
ANTHOOD, A,7,11,34
ANTHORINE, A,9,12,44
ANTHOSIDERITE, A,13,17,59
ANTHOTROPIC, A,11,18,62
ANTHOTROPISM, A,12,19,65
ANTHRACEMIA, A,11,18,62
ANTHRACENE, A,10,15,53
ANTHRACIA, A,9,14,50
ANTHRACIFEROUS, A,14,22,74
ANTHRACIN, A,9,14,50
ANTHRACITE, A,10,15,53
ANTHRACITIOUS, A,13,18,62
ANTHRACITISM, A,12,19,65
ANTHRACNOSE, A,11,16,56
ANTHRACNOSIS, A,12,17,59
ANTHRACOID, A,10,16,56
ANTHRACOMARTI, A,13,20,68
ANTHRACOMARTUS, A,14,21,71
ANTHRACOMETER, A,13,20,68
ANTHRACONITE, A,12,17,59
ANTHRACOSAURUS, A,14,19,65
ANTHRACOSIS, A,11,16,56
ANTHRACYL, A,9,17,59
ANTHRADIOL, A,10,14,50
ANTHRAFLAVIC, A,12,23,77
ANTHRAGALLOL, A,12,16,56
ANTHRAMINE, A,10,15,53
ANTHRANIL, A,9,12,44
ANTHRANILATE, A,12,15,53
ANTHRANILIC, A,11,16,56
ANTHRANOL, A,9,12,44
ANTHRANONE, A,10,13,47
ANTHRANOYL, A,10,16,56
ANTHRANYL, A,9,15,53
ANTHRAPYRIDINE, A,14,23,77
ANTHRARUFIN, A,11,17,59
ANTHRATETROL, A,12,15,53
ANTHRATRIOL, A,11,14,50
ANTHRENUS, A,9,12,44
ANTHRIBID, A,9,15,53
ANTHRIBIDAE, A,11,17,59
ANTHRISCUS, A,10,15,53
ANTHROIC, A,8,13,47
ANTHROL, A,7,10,32
ANTHRONE, A,8,11,41
ANTHROPIC, A,9,16,56
ANTHROPICAL, A,11,18,62
ANTHROPIDAE, A,11,17,59
ANTHROPODUS, A,11,17,59
ANTHROPOGENIC, A,13,21,71
ANTHROPOGENIST, A,14,20,68
ANTHROPOGENOUS, A,14,20,68
ANTHROPOGENY, A,12,21,71
ANTHROPOGLOT, A,12,18,62
ANTHROPOGONY, A,12,21,71
ANTHROPOID, A,10,16,56
ANTHROPOIDAL, A,12,18,62
ANTHROPOIDEA, A,12,18,62
ANTHROPOIDEAN, A,13,19,65
ANTHROPOLATER, A,13,18,62
ANTHROPOLATRIC, A,14,21,71
ANTHROPOLATRY, A,13,21,71
ANTHROPOLITE, A,12,17,59
ANTHROPOLITIC, A,13,20,68
ANTHROPOLOGIST, A,14,20,68
ANTHROPOLOGY, A,12,21,71
ANTHROPOMANCY, A,13,25,83
ANTHROPOMANTIC, A,14,23,77
ANTHROPOMETER, A,13,20,68
ANTHROPOMETRIC, A,14,23,77
ANTHROPOMETRY, A,13,23,77
ANTHROPONOMICS, A,14,23,77
ANTHROPONOMIST, A,14,21,71
ANTHROPONOMY, A,12,22,74
ANTHROPOS, A,9,14,50
ANTHROPOTOMIST, A,14,21,71
ANTHROPOTOMY, A,12,22,74
ANTHROPURGIC, A,12,20,68
ANTHRYL, A,7,13,38
ANTHRYLENE, A,10,16,56
ANTHURIUM, A,9,14,50
ANTHUS, A,6,9,26
ANTHYLLIS, A,9,15,53
ANTIABRASION, A,12,14,48
ANTIABRIN, A,9,11,39
ANTIABSOLUTIST, A,14,16,54
ANTIACID, A,8,11,39
ANTIADITIS, A,10,11,37
ANTIAESTHETIC, A,13,18,62
ANTIAGER, A,8,9,31
ANTIAGGLUTININ, A,14,16,52
ANTIAGGRESSION, A,14,16,52
ANTIAGGRESSIVE, A,14,19,65
ANTIAIRCRAFT, A,12,17,59
ANTIALBUMID, A,11,16,54
ANTIALBUMIN, A,11,15,51
ANTIALBUMOSE, A,12,16,54
ANTIALCOHOLISM, A,14,21,71
ANTIALCOHOLIST, A,14,19,65
ANTIALIEN, A,9,9,29
ANTIAMBOCEPTOR, A,14,22,72
ANTIAMYLASE, A,11,16,56
ANTIANARCHIST, A,13,18,62
ANTIANGULAR, A,11,12,40
ANTIANOPHELINE, A,14,19,65
ANTIANTIBODY, A,12,18,62
ANTIANTIDOTE, A,12,13,43
ANTIAPOSTLE, A,11,13,45
ANTIARCHA, A,9,14,50
ANTIARCHI, A,9,14,50
ANTIARIN, A,8,8,26
ANTIARIS, A,8,8,26
ANTIARISTOCRAT, A,14,16,54
ANTIARTHRITIC, A,13,18,62
ANTIASTHMATIC, A,13,20,68
ANTIATHEISM, A,11,16,56
ANTIATHEIST, A,11,14,50
ANTIATONEMENT, A,13,15,51
ANTIATTRITION, A,13,13,41
ANTIAUTOLYSIN, A,13,16,56
ANTIBACTERIAL, A,13,17,57
ANTIBALLOONER, A,13,15,51
ANTIBALM, A,8,12,42
ANTIBASILICAN, A,13,17,57
ANTIBIGOTRY, A,11,17,59
ANTIBILIOUS, A,11,13,45
ANTIBIONT, A,9,11,39
ANTIBIOSIS, A,10,12,42
ANTIBIOTIC, A,10,14,48
ANTIBISHOP, A,10,17,59
ANTIBLASTIC, A,11,15,51
ANTIBLUE, A,8,10,36
ANTIBODY, A,8,14,50
ANTIBRIDAL, A,10,13,45
ANTIBROMIC, A,10,16,54
ANTIBURGHER, A,11,17,59
ANTICAL, A,7,9,27
ANTICAPITAL, A,11,15,51
ANTICAPITALISM, A,14,20,66
ANTICAPITALIST, A,14,18,60
ANTICARDIUM, A,11,16,54
ANTICARIOUS, A,11,13,45
ANTICASTE, A,9,11,39
ANTICATALASE, A,12,14,48
ANTICATALYST, A,12,17,59
ANTICATARRHAL, A,13,18,62
ANTICATHODE, A,11,17,59
ANTICENSORSHIP, A,14,21,71
ANTICEREMONIAL, A,14,18,60
ANTICHEATER, A,11,16,56
ANTICHLOR, A,9,14,50
ANTICHLORINE, A,12,17,59
ANTICHOLAGOGUE, A,14,21,71
ANTICHORUS, A,10,15,53
ANTICHRESIS, A,11,16,56
ANTICHRIST, A,10,15,53
ANTICHRISTIAN, A,13,18,62
ANTICHROME, A,10,17,59
ANTICHYMOSIN, A,12,22,74
ANTICIPANT, A,10,14,48
ANTICIPATABLE, A,13,19,63
ANTICIPATE, A,10,14,48
ANTICIPATION, A,12,16,54
ANTICIPATIVE, A,12,19,65
ANTICIPATIVELY, A,14,24,80
ANTICIPATOR, A,11,15,51
ANTICIPATORILY, A,14,21,71
ANTICIPATORY, A,12,19,65
ANTICIVISM, A,10,17,59
ANTICLEA, A,8,10,36
ANTICLERGY, A,10,16,56
ANTICLINAL, A,10,12,42
ANTICLINE, A,9,11,39
ANTICLINORIUM, A,13,17,57
ANTICLY, A,7,12,36
ANTICNEMION, A,11,15,51
ANTICNESS, A,9,11,39
ANTICOAGULANT, A,13,16,54
ANTICOAGULIN, A,12,15,51
ANTICOGITATIVE, A,14,20,68
ANTICOMET, A,9,13,45
ANTICONFORMIST, A,14,21,71
ANTICONTAGION, A,13,16,54
ANTICONTAGIOUS, A,14,17,57
ANTICOR, A,7,9,27
ANTICORN, A,8,10,36
ANTICORROSION, A,13,15,51
ANTICORROSIVE, A,13,18,62
ANTICORSET, A,10,12,42
ANTICOSINE, A,10,12,42
ANTICOURT, A,9,11,39
ANTICOURTIER, A,12,14,48
ANTICOUS, A,8,10,36
ANTICOVENANTER, A,14,19,65
ANTICREATION, A,12,14,48
ANTICREATIVE, A,12,17,59
ANTICREATOR, A,11,13,45
ANTICREEP, A,9,13,45
ANTICREEPER, A,11,15,51
ANTICREEPING, A,12,17,57
ANTICRISIS, A,10,12,42
ANTICUM, A,7,11,31
ANTIDACTYL, A,10,16,56
ANTIDANCING, A,11,15,51
ANTIDECALOGUE, A,13,17,57
ANTIDEFLATION, A,13,17,59
ANTIDEMOCRAT, A,12,17,57
ANTIDEMONIAC, A,12,17,57
ANTIDETONANT, A,12,13,43
ANTIDETONATING, A,14,16,52
ANTIDIABETIC, A,12,17,57
ANTIDIASTASE, A,12,13,43
ANTIDICOMARIAN, A,14,19,63
ANTIDICTIONARY, A,14,20,68
ANTIDINIC, A,9,12,42
ANTIDIVINE, A,10,14,50
ANTIDIVORCE, A,11,17,59
ANTIDOGMATIC, A,12,18,60
ANTIDOMESTIC, A,12,17,57
ANTIDOMINICAN, A,13,18,60
ANTIDORCAS, A,10,13,45
ANTIDORON, A,9,10,34
ANTIDOTAL, A,9,10,34
ANTIDOTALLY, A,11,15,53
ANTIDOTARY, A,10,14,50
ANTIDOTE, A,8,9,31
ANTIDOTICAL, A,11,14,48
ANTIDOTICALLY, A,13,19,65
ANTIDOTISM, A,10,13,45
ANTIDRAFT, A,9,13,47
ANTIDRAG, A,8,10,34
ANTIDROMAL, A,10,13,45
ANTIDROMIC, A,10,15,51
ANTIDROMICALLY, A,14,22,74
ANTIDROMOUS, A,11,14,48
ANTIDROMY, A,9,15,53
ANTIDRUG, A,8,10,34
ANTIDUMPING, A,11,17,57
ANTIDYNAMIC, A,11,19,65
ANTIDYNASTIC, A,12,18,62
ANTIDYSENTERIC, A,14,20,68
ANTIDYSURIC, A,11,17,59
ANTIEDEMIC, A,10,15,51
ANTIEDUCATION, A,13,16,54
ANTIEGOTISM, A,11,14,48
ANTIEMETIC, A,10,14,48
ANTIEMPEROR, A,11,15,51
ANTIEMPIRICAL, A,13,19,63
ANTIENDOWMENT, A,13,19,65
ANTIENERGISTIC, A,14,17,57
ANTIEPICENTER, A,13,17,57
ANTIEPITHELIAL, A,14,19,65
ANTIEROSION, A,11,11,35
ANTIERYSIPELAS, A,14,19,65
ANTIETAM, A,8,10,36
ANTIETHNIC, A,10,15,53
ANTIEUGENIC, A,11,14,48
ANTIEVOLUTION, A,13,16,56
ANTIEYESTRAIN, A,13,16,56
ANTIFACE, A,8,13,47
ANTIFACTION, A,11,16,56
ANTIFAME, A,8,13,47
ANTIFANATIC, A,11,16,56
ANTIFAT, A,7,10,32
ANTIFATIGUE, A,11,15,53
ANTIFEBRILE, A,11,16,56
ANTIFEDERAL, A,11,15,53
ANTIFEDERALISM, A,14,20,68
ANTIFEDERALIST, A,14,18,62
ANTIFELON, A,9,12,44
ANTIFELONY, A,10,16,56
ANTIFEMINIST, A,12,17,59
ANTIFERMENT, A,11,16,56
ANTIFEUDAL, A,10,14,50
ANTIFEUDALISM, A,13,19,65
ANTIFIDEISM, A,11,17,59
ANTIFIRE, A,8,11,41
ANTIFLASH, A,9,15,53
ANTIFLATTERING, A,14,18,62
ANTIFLATULENT, A,13,16,56
ANTIFOAM, A,8,13,47
ANTIFOAMING, A,11,17,59
ANTIFOGMATIC, A,12,20,68
ANTIFOREIGN, A,11,15,53
ANTIFOREIGNISM, A,14,20,68
ANTIFORMIN, A,10,15,53
ANTIFOULER, A,10,13,47
ANTIFOULING, A,11,15,53
ANTIFOWL, A,8,14,50
ANTIFRICTION, A,12,17,59
ANTIFRICTIONAL, A,14,19,65
ANTIFROST, A,9,12,44
ANTIFUNGIN, A,10,14,50
ANTIGAMBLING, A,12,18,60
ANTIGANTING, A,11,13,43
ANTIGEN, A,7,8,22
ANTIGENIC, A,9,12,42
ANTIGENICITY, A,12,18,62
ANTIGHOSTISM, A,12,18,62
ANTIGIGMANIC, A,12,18,60
ANTIGLARE, A,9,10,34
ANTIGOD, A,7,9,24
ANTIGONE, A,8,9,31
ANTIGONON, A,9,10,34
ANTIGONORRHEIC, A,14,20,68
ANTIGONUS, A,9,10,34
ANTIGORITE, A,10,11,37
ANTIGOVERNMENT, A,14,20,68
ANTIGRAFT, A,9,13,47
ANTIGRAPH, A,9,15,53
ANTIGRAVITATE, A,13,17,59
ANTIGROPELOS, A,12,15,51
ANTIGROWTH, A,10,17,59
ANTIGUAN, A,8,9,31
ANTIGYROUS, A,10,14,50
ANTIHALATION, A,12,15,53
ANTIHARMONIST, A,13,18,62
ANTIHEMOGLOBIN, A,14,22,74
ANTIHEMOLYSIN, A,13,21,71
ANTIHEMOLYTIC, A,13,23,77
ANTIHERO, A,8,11,41
ANTIHEROIC, A,10,15,53
ANTIHEROISM, A,11,16,56
ANTIHIDROTIC, A,12,18,62
ANTIHISTAMINE, A,13,18,62
ANTIHISTAMINIC, A,14,21,71
ANTIHOLIDAY, A,11,18,62
ANTIHORMONE, A,11,16,56
ANTIHUM, A,7,12,36
ANTIHUMAN, A,9,14,50
ANTIHUMBUGGIST, A,14,23,77
ANTIHUNTING, A,11,15,53
ANTIHYDROPIC, A,12,23,77
ANTIHYDROPIN, A,12,21,71
ANTIHYGIENIC, A,12,21,71
ANTIHYLIST, A,10,16,56
ANTIHYPNOTIC, A,12,22,74
ANTIHYSTERIC, A,12,20,68
ANTILABOR, A,9,11,39
ANTILABORIST, A,12,14,48
ANTILACROSSE, A,12,14,48
ANTILACROSSER, A,13,15,51
ANTILACTASE, A,11,13,45
ANTILAPSARIAN, A,13,15,51
ANTILEAGUE, A,10,11,37
ANTILEGALIST, A,12,13,43
ANTILEGOMENA, A,12,15,51
ANTILEMIC, A,9,13,45
ANTILENS, A,8,8,26
ANTILEPSIS, A,10,12,42
ANTILEPTIC, A,10,14,48
ANTILETHARGIC, A,13,19,65
ANTILEVELING, A,12,16,56
ANTILIBERAL, A,11,13,45
ANTILIBRATION, A,13,15,51
ANTILIFT, A,8,11,41
ANTILIPASE, A,10,12,42
ANTILIPOID, A,10,13,45
ANTILITHIC, A,10,15,53
ANTILITURGICAL, A,14,17,57
ANTILITURGIST, A,13,14,46
ANTILLEAN, A,9,9,29
ANTILOBIUM, A,10,14,48
ANTILOCAPRA, A,11,15,51
ANTILOCAPRIDAE, A,14,19,63
ANTILOCHUS, A,10,15,53
ANTILOEMIC, A,10,14,48
ANTILOGARITHM, A,13,19,65
ANTILOGIC, A,9,12,42
ANTILOGICAL, A,11,14,48
ANTILOGISM, A,10,13,45
ANTILOGOUS, A,10,11,37
ANTILOGY, A,8,12,44
ANTILOIMIC, A,10,14,48
ANTILOPE, A,8,10,36
ANTILOPINAE, A,11,13,45
ANTILOTTERY, A,11,14,50
